licensee,service,link_mode,band,assignment_count,min_frequency_mhz,max_frequency_mhz
Mr B H & Mrs K WHITMORE,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,477.6813,477.6813
Murray Freeth-Edwards,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.65,433.65
Murray Freeth-Edwards,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.65,438.65
N P GOLDSTONE,Amateur,Unspecified,VHF (30-300 MHz),1,144.575,144.575
N P GOLDSTONE,Amateur,Repeater,VHF (30-300 MHz),1,144.65,144.65
N P GOLDSTONE,Amateur,Mobile Transmit,Unknown,1,,
N P GOLDSTONE,Amateur,Unspecified,MF (300 kHz-3 MHz),1,1.847,1.847
NAPIER AMATEUR RADIO CLUB INC,Amateur,Repeater,VHF (30-300 MHz),1,147.25,147.25
NAPIER AMATEUR RADIO CLUB INC,Amateur,Mobile Transmit,VHF (30-300 MHz),1,147.85,147.85
NAPIER AMATEUR RADIO CLUB INC,Amateur,Repeater,UHF (300 MHz-3 GHz),1,434.05,434.05
NAPIER AMATEUR RADIO CLUB INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,439.05,439.05
NAPIER BOYS HIGH SCHOOL,Land Mobile,Simplex,VHF (30-300 MHz),1,166.2875,166.2875
NATIONAL LIBRARY OF NEW ZEALAND,Paging,Unspecified,UHF (300 MHz-3 GHz),1,458.6,458.6
NATIONAL LIBRARY OF NEW ZEALAND,Paging,Unspecified,VHF (30-300 MHz),1,160.3625,160.3625
NATURAL NEW ZEALAND HONEY LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,171.75,171.75
NEEDHAM CONTRACTORS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,172.625,172.625
NEIL H SHALLARD,Land Mobile,Simplex,VHF (30-300 MHz),1,153.4813,153.4813
NELSON AVIATION COLLEGE LTD,Aeronautical,Base Station,VHF (30-300 MHz),1,119.1,119.1
NELSON CAR CLUB INC,Telemetry & Telecommand,Uni-directional,VHF (30-300 MHz),1,160.3125,160.3125
NELSON CITY COUNCIL,Land Mobile,Repeater,VHF (30-300 MHz),1,153.0125,153.0125
NELSON CITY COUNCIL,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,154.7938,154.7938
NELSON COLLEGE,Paging,Unspecified,VHF (30-300 MHz),1,160.3875,160.3875
NELSON MARLBOROUGH HARVESTING CO LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,170.9,170.9
NELSON MARLBOROUGH INSTITUTE OF TECHNOLOGY LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,466.8813,466.8813
NELSON MOUNTAIN BIKE CLUB INCORPORATED,Land Mobile,Repeater,VHF (30-300 MHz),1,163.4875,163.4875
NELSON MOUNTAIN BIKE CLUB INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.1625,150.1625
NELSON MOUNTAIN BIKE CLUB INCORPORATED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.0875,168.0875
NELSON PINE INDUSTRIES LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,150.825,150.825
NELSON PINE INDUSTRIES LTD,Paging,Unspecified,VHF (30-300 MHz),1,160.5125,160.5125
NELSON PINE INDUSTRIES LTD,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),1,471.3,471.3
NELSON/TASMAN CIVIL DEFENCE EMERGENCY MANAGEMENT GROUP,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,462.1313,462.1313
NELSON/TASMAN CIVIL DEFENCE EMERGENCY MANAGEMENT GROUP,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,467.3188,467.3188
NELSPECS LIMITED,Fixed Link,Uni-directional,UHF (300 MHz-3 GHz),1,449.5438,449.5438
NELSPECS LIMITED,Maritime,Repeater,VHF (30-300 MHz),1,160.95,160.95
NELSPECS LIMITED,Maritime,Mobile Transmit,VHF (30-300 MHz),1,156.35,156.35
NEMS MEDICAL LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,483.4813,483.4813
NETWORK TASMAN LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,477.5938,477.5938
NEVILLE EARTHWORKS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.6375,166.6375
NEW PLYMOUTH SPORTFISHING & UNDERWATER CLUB INCORPORATED,Maritime,Mobile Transmit,VHF (30-300 MHz),1,156.15,156.15
NEW PLYMOUTH SPORTFISHING & UNDERWATER CLUB INCORPORATED,Maritime,Repeater,VHF (30-300 MHz),1,160.75,160.75
NEW ZEALAND BUILDING REMOVALS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.175,150.175
NEW ZEALAND INSTITUTE FOR BIOECONOMY SCIENCE LIMITED,Land Mobile,Simplex,HF (3-30 MHz),1,4.8814,4.8814
NEW ZEALAND INSTITUTE FOR BIOECONOMY SCIENCE LIMITED,Land Mobile,Simplex,MF (300 kHz-3 MHz),1,2.3494,2.3494
NEW ZEALAND INSTITUTE FOR EARTH SCIENCE LIMITED,Fixed Link,Uni-directional,VHF (30-300 MHz),1,166.325,166.325
NEW ZEALAND INSTITUTE FOR EARTH SCIENCE LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,158.375,158.375
NEW ZEALAND INSTITUTE FOR EARTH SCIENCE LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,161.275,161.275
NEW ZEALAND INSTITUTE FOR EARTH SCIENCE LIMITED,Telemetry & Telecommand,Uni-directional,HF (3-30 MHz),1,29.925,29.925
NEW ZEALAND INSTITUTE FOR PUBLIC HEALTH AND FORENSIC SCIENCE LIMITED,Satellite & Space,Unspecified,Unknown,1,,
NEW ZEALAND LAND SEARCH AND RESCUE INCORPORATED,Maritime,Mobile Transmit,VHF (30-300 MHz),1,156.275,156.275
NEW ZEALAND LAND SEARCH AND RESCUE INCORPORATED,Maritime,Repeater,VHF (30-300 MHz),1,160.875,160.875
NEW ZEALAND MOUNTAIN GUIDES ASSOCIATION INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),1,170.4125,170.4125
NEW ZEALAND NATIONAL FIELDAYS SOCIETY INCORPORATED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,463.9063,463.9063
NEW ZEALAND NATIONAL FIELDAYS SOCIETY INCORPORATED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,469.0938,469.0938
NEW ZEALAND RESEARCH VESSELS LIMITED,Meteorological,Unspecified,UHF (300 MHz-3 GHz),1,402.2546,402.2546
NEW ZEALAND RUGBY LEAGUE INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.4375,166.4375
NEW ZEALAND RURAL PROPERTY TRUST NOMINEES LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,153.4813,153.4813
NEW ZEALAND STARCH LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,489.8688,489.8688
NEW ZEALAND TRANSPORT AGENCY,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,455.6313,455.6313
NEW ZEALAND TRANSPORT AGENCY,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,450.5938,450.5938
NEWMAN AND NEWMAN LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.025,166.025
NEWMONT WAIHI GOLD LTD,Land Mobile,Repeater,VHF (30-300 MHz),1,152.975,152.975
NEWMONT WAIHI GOLD LTD,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,154.7563,154.7563
NEWMONT WAIHI GOLD LTD,Paging,Unspecified,UHF (300 MHz-3 GHz),1,458.55,458.55
NEWTON HARVESTING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.7875,150.7875
NEWTON LOGGING LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,150.6875,150.6875
NEWVALE COAL,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,458.0563,458.0563
NEWVALE COAL,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,453.0188,453.0188
NGA WATENE MAORI O TE ROHE POTAE REGIONAL ASSOCIATION INCORPORATED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,464.1438,464.1438
NGA WATENE MAORI O TE ROHE POTAE REGIONAL ASSOCIATION INCORPORATED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,469.3313,469.3313
"NGAI TE RANGI IWI, NGATI RANGINUI IWI and NGATI PUKENGA IWI",Broadcasting,Unspecified,VHF (30-300 MHz),1,98.2,98.2
"NGAI TE RANGI IWI, NGATI RANGINUI IWI and NGATI PUKENGA IWI",Broadcasting,Unspecified,MF (300 kHz-3 MHz),1,1.44,1.44
NGAIO CONTRACTING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.7875,166.7875
NGAMATEA FARMING CO LTD,Land Mobile,Repeater,VHF (30-300 MHz),1,163.5875,163.5875
NGAMATEA FARMING CO LTD,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.1875,168.1875
NGAMATEA FARMING CO LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,166.3,166.3
NGAMUWAHINE CAMP TRUST,Land Mobile,Simplex,VHF (30-300 MHz),1,150.225,150.225
NGATI KAHUNGUNU IWI INC,Broadcasting,Unspecified,MF (300 kHz-3 MHz),1,0.765,0.765
NIXIN CONTRACTORS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,165.8,165.8
NO30 (HOBSONVILLE) SQUADRON ATC,Land Mobile,Simplex,VHF (30-300 MHz),1,150.5875,150.5875
NOARO FARMS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,458.1438,458.1438
NOARO FARMS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,453.1063,453.1063
NOKE LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,163.825,163.825
NOKE LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.425,168.425
NOKE LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.425,166.425
NOKOMAI STATION,Land Mobile,Repeater,VHF (30-300 MHz),1,153.025,153.025
NOKOMAI STATION,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,154.8063,154.8063
NOREAST PRODUCTIONS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,462.5438,462.5438
NOREAST PRODUCTIONS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,467.7313,467.7313
NOREAST PRODUCTIONS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.725,150.725
NORTH CANTERBURY AMATEUR RADIO CLUB,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,438.575,438.575
NORTH CANTERBURY AMATEUR RADIO CLUB,Amateur,Repeater,UHF (300 MHz-3 GHz),1,433.575,433.575
NORTH SHORE BAYS COMMUNITY FITNESS CENTRE TRUST,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,488.5313,488.5313
NORTH SHORE CB RADIO CLUB INC,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,476.55,476.55
NORTH SHORE CB RADIO CLUB INC,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,477.3,477.3
NORTHERN DISTRICTS SECURITY LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.2625,150.2625
NORTHERN WAIROA COMMUNITY RADIO TRUST,Broadcasting,Unspecified,VHF (30-300 MHz),1,98.6,98.6
NORTHERN WAIROA COMMUNITY RADIO TRUST,Fixed Link,Uni-directional,UHF (300 MHz-3 GHz),1,934.25,934.25
NORTHPORT LIMITED,Telemetry & Telecommand,Uni-directional,VHF (30-300 MHz),1,160.3125,160.3125
NORTHPORT LTD,Telemetry & Telecommand,Uni-directional,VHF (30-300 MHz),1,160.2625,160.2625
NORWEST ADVENTURES LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.1375,150.1375
NORWEST HARVESTING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,173.7188,173.7188
NOVACOMM LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,151.1,151.1
NOVACOMM LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,469.7438,469.7438
NOVACOMM LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,155.2813,155.2813
NOVACOMM LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,464.5563,464.5563
NSK FARMING LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.8875,168.8875
NSK FARMING LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,164.2875,164.2875
NUKUHAKARI STATION LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.9625,168.9625
NUKUHAKARI STATION LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,164.3625,164.3625
NZ BUSHPEST LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.9625,150.9625
NZ DEFENCE FORCE HEADQUARTERS,Fixed Link,Uni-directional,VHF (30-300 MHz),1,160.6,160.6
NZ DEFENCE FORCE HEADQUARTERS,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,457.15,457.15
NZ DEFENCE FORCE HEADQUARTERS,Paging,Unspecified,HF (3-30 MHz),1,27.078,27.078
NZ DEFENCE FORCE HEADQUARTERS,Radiodetermination,Beacon,LF (30-300 kHz),1,0.262,0.262
NZ POST,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,489.1063,489.1063
NZ SPOUTING SERVICES LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,476.3313,476.3313
NZART CENTRAL OTAGO BRANCH INC,Amateur,Mobile Transmit,VHF (30-300 MHz),1,146.4,146.4
NZART CENTRAL OTAGO BRANCH INC,Amateur,Repeater,VHF (30-300 MHz),1,147.0,147.0
NZART CENTRAL OTAGO BRANCH INC,Amateur,Repeater,UHF (300 MHz-3 GHz),1,439.65,439.65
NZART CENTRAL OTAGO BRANCH INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,434.65,434.65
NZART CHRISTCHURCH BRANCH 05 INC,Amateur,Mobile Transmit,Unknown,1,,
NZART CHRISTCHURCH BRANCH 05 INC,Amateur,Beacon,UHF (300 MHz-3 GHz),1,432.285,432.285
NZART CHRISTCHURCH BRANCH 05 INC,Amateur,Beacon,HF (3-30 MHz),1,28.228,28.228
NZART EASTERN BOP BRANCH,Amateur,Mobile Transmit,VHF (30-300 MHz),1,147.9,147.9
NZART EASTERN BOP BRANCH,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.4,438.4
NZART EASTERN BOP BRANCH,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.4,433.4
NZART HUTT VALLEY BRANCH INC,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.425,438.425
NZART HUTT VALLEY BRANCH INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.425,433.425
NZART HUTT VALLEY BRANCH INC,Amateur,Repeater,VHF (30-300 MHz),1,147.0,147.0
NZART HUTT VALLEY BRANCH INC,Amateur,Mobile Transmit,VHF (30-300 MHz),1,146.4,146.4
NZART KAWERAU BRANCH,Amateur,Mobile Transmit,VHF (30-300 MHz),1,146.4,146.4
NZART KAWERAU BRANCH,Amateur,Repeater,VHF (30-300 MHz),1,147.0,147.0
NZART NELSON BRANCH INC,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.9,438.9
NZART NELSON BRANCH INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.9,433.9
NZART NORTH OTAGO BRANCH 64,Amateur,Mobile Transmit,VHF (30-300 MHz),1,146.1,146.1
NZART NORTH OTAGO BRANCH 64,Amateur,Mobile Transmit,Unknown,1,,
NZART NORTH OTAGO BRANCH 64,Amateur,Repeater,VHF (30-300 MHz),1,146.7,146.7
NZART NORTH OTAGO BRANCH 64,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.65,433.65
NZART SOUTH OTAGO BRANCH 35,Amateur,Repeater,VHF (30-300 MHz),1,146.75,146.75
NZART SOUTH OTAGO BRANCH 35,Amateur,Mobile Transmit,VHF (30-300 MHz),1,146.15,146.15
NZART SOUTHLAND BRANCH INC,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.7,438.7
NZART SOUTHLAND BRANCH INC,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.7,433.7
NZART TAUPO BRANCH,Amateur,Mobile Transmit,Unknown,1,,
NZART TAUPO BRANCH,Amateur,Repeater,UHF (300 MHz-3 GHz),1,439.7375,439.7375
NZME RADIO LIMITED,Fixed Link,Uni-directional,VHF (30-300 MHz),1,158.8375,158.8375
NZME RADIO LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,488.3,488.3
NZME RADIO LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,162.65,162.65
NZME RADIO LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,167.25,167.25
Nathan Jang,Broadcasting,Unspecified,UHF (300 MHz-3 GHz),1,514.0,514.0
Nathan Porter,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,456.4438,456.4438
Nathan Porter,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,451.4063,451.4063
Neil McLean,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,449.9563,449.9563
Neville Stowell,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,482.0813,482.0813
New Zealand Transport Agency Christchurch,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,451.3063,451.3063
New Zealand Transport Agency Christchurch,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,456.3438,456.3438
Nick Toulmin,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,483.8688,483.8688
North Canterbury Radio Trust,Land Mobile,Simplex,VHF (30-300 MHz),1,159.6875,159.6875
O Mahurangi – Penlink,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,468.4313,468.4313
O Mahurangi – Penlink,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,463.2438,463.2438
OAKS MAHENO LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,462.5813,462.5813
OAKS MAHENO LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,467.7688,467.7688
OAMARU AIRSPREAD LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,150.95,150.95
OBERTECH GROUP LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,150.775,150.775
OCEANA GOLD (NEW ZEALAND) LIMITED,Paging,Unspecified,VHF (30-300 MHz),1,158.025,158.025
OCEANIA DAIRY LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,458.6438,458.6438
OCEANIA HELICOPTERS TAURANGA LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,170.775,170.775
OCEANIA MARINE LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,464.8438,464.8438
OCEANIA MARINE LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,469.3813,469.3813
OCEANIA MARINE LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,464.1938,464.1938
OHAU SNOW HOLDINGS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,450.9563,450.9563
OHAU SNOW HOLDINGS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,455.9938,455.9938
OJI FIBRE SOLUTIONS (NZ) LIMITED,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),1,471.2,471.2
OLIVER O'CONNELL,Amateur,Repeater,UHF (300 MHz-3 GHz),1,438.8,438.8
OLIVER O'CONNELL,Amateur,Mobile Transmit,UHF (300 MHz-3 GHz),1,433.8,433.8
OMARAMA SOARING CENTRE INCORPORATED,Aeronautical,Base Station,VHF (30-300 MHz),1,133.55,133.55
OMV NEW ZEALAND LIMITED,Radiodetermination,Unspecified,UHF (300 MHz-3 GHz),1,1016.0,1016.0
OMV NEW ZEALAND LIMITED,Radiodetermination,Mobile Transmit,UHF (300 MHz-3 GHz),1,1079.0,1079.0
ONEMANA RESIDENTS AND COMMUNITY ASSOCIATION INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.3875,150.3875
ONERIRI FARM MANAGEMENT LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,453.1938,453.1938
ONERIRI FARM MANAGEMENT LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,458.2313,458.2313
ONETAI FARM LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,477.325,477.325
ONETAI FARM LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,476.575,476.575
ONGRADE DRAINAGE & EXCAVATION LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,468.4563,468.4563
ONGRADE DRAINAGE & EXCAVATION LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,463.2688,463.2688
ONWARD LOGGING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,170.8,170.8
OPEN COUNTRY DAIRY LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,467.3688,467.3688
OPEN COUNTRY DAIRY LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,462.1813,462.1813
ORANA PARK TRUST BOARD,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,169.1,169.1
ORANA PARK TRUST BOARD,Land Mobile,Repeater,VHF (30-300 MHz),1,164.5,164.5
ORICA NEW ZEALAND LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,164.175,164.175
ORICA NEW ZEALAND LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.775,168.775
OROKONUI ECOSANCTUARY TRUST,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,449.9313,449.9313
OROPI CONTRACTORS LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,455.2188,455.2188
OTAGO GOLF CLUB,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,461.7188,461.7188
OTAGO POLYTECHNIC AVALANCHE PROGRAMME,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,464.9813,464.9813
OTAGO UNIVERSITY STUDENTS ASSOCIATION,Broadcasting,Unspecified,VHF (30-300 MHz),1,91.0,91.0
OTAIO COMMUNICATIONS,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,455.4438,455.4438
OTAIO COMMUNICATIONS,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,450.4063,450.4063
OTAMATEA AERO CLUB INC,Aeronautical,Base Station,VHF (30-300 MHz),1,119.1,119.1
OTUPAE STATION,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,167.1875,167.1875
OTUPAE STATION,Land Mobile,Repeater,VHF (30-300 MHz),1,162.5875,162.5875
OUTBACK NEW ZEALAND LTD,Land Mobile,Simplex,VHF (30-300 MHz),1,150.3125,150.3125
OUTLOOK FARMS LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,164.675,164.675
OUTLOOK FARMS LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,169.275,169.275
OUTWARD BOUND TRUST OF NEW ZEALAND,Land Mobile,Simplex,VHF (30-300 MHz),1,153.5188,153.5188
OVERHEAD SOLUTIONS LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.5625,166.5625
Oranga Tamariki - Ministry for Children,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,455.0313,455.0313
P H VAN DEN BRINK LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,458.3438,458.3438
PACIFIC STEEL (NZ) LIMITED,Telemetry & Telecommand,Uni-directional,UHF (300 MHz-3 GHz),1,466.8125,466.8125
PAKARAE-WHANGARA B5 PARTNERSHIP,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,168.8375,168.8375
PAKARAE-WHANGARA B5 PARTNERSHIP,Land Mobile,Repeater,VHF (30-300 MHz),1,164.2375,164.2375
PAKIHIROA STATION,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,167.7875,167.7875
PAKIHIROA STATION,Land Mobile,Repeater,VHF (30-300 MHz),1,163.1875,163.1875
PAKURANGA PLAZA LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,488.2438,488.2438
PALMERSTON NORTH AIRPORT LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,170.85,170.85
PALMERSTON NORTH ESPLANADE SCENIC RAILWAY INCORPORATED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,155.1938,155.1938
PALMERSTON NORTH ESPLANADE SCENIC RAILWAY INCORPORATED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.7125,150.7125
PALMERSTON NORTH ESPLANADE SCENIC RAILWAY INCORPORATED,Land Mobile,Repeater,VHF (30-300 MHz),1,151.0125,151.0125
PAPA RERERANGI I PUKETAPU LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,165.75,165.75
PAPA RERERANGI I PUKETAPU LIMITED,Paging,Unspecified,UHF (300 MHz-3 GHz),1,458.55,458.55
PARATA ANGLICAN CHARITABLE TRUST BOARD,Paging,Unspecified,VHF (30-300 MHz),1,160.4875,160.4875
PARCELINE EXPRESS (NZ) LTD,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,464.9563,464.9563
PARFITT CONSTRUCTION LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,464.9688,464.9688
PARKER COMMUNICATIONS LIMITED,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,455.3813,455.3813
PARKER COMMUNICATIONS LIMITED,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,450.3438,450.3438
PARKER EARTHMOVING LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.625,150.625
PARKWOOD TRUST INCORPORATED,Paging,Unspecified,VHF (30-300 MHz),1,160.5875,160.5875
PARLIAMENTARY SECURITY SERVICES,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,458.6563,458.6563
PATERSON PITTS LIMITED PARTNERSHIP,Land Mobile,Mobile Transmit,UHF (300 MHz-3 GHz),1,450.4625,450.4625
PATERSON PITTS LIMITED PARTNERSHIP,Land Mobile,Repeater,UHF (300 MHz-3 GHz),1,455.5,455.5
PATUTAHI HORTICULTURE LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,166.375,166.375
PAUL BASS INVESTIGATIONS & CONSULTANCY LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,453.3313,453.3313
PAUL OOSTERMAN,Broadcasting,Unspecified,VHF (30-300 MHz),1,94.2,94.2
PAUL SMITH EARTHMOVING 2002 LIMITED,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,477.6438,477.6438
PB & DV HOLDINGS LIMITED,Aeronautical,Base Station,VHF (30-300 MHz),1,130.5,130.5
PDV Consultants Ltd,Land Mobile,Simplex,UHF (300 MHz-3 GHz),1,470.7563,470.7563
PEDERSEN KAWERAU LIMITED,Land Mobile,Mobile Transmit,VHF (30-300 MHz),1,155.2938,155.2938
PEDERSEN KAWERAU LIMITED,Land Mobile,Repeater,VHF (30-300 MHz),1,151.1125,151.1125
PEDERSEN KINLEITH LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.6875,150.6875
PENETITO FORESTRY LIMITED,Land Mobile,Simplex,VHF (30-300 MHz),1,150.4,150.4
